State,Account_length,Intl_plan,Voicemail_message,day_call,day_charge,eve_call,eve_charge,night_call,night_charge,intl_call,intl_charge,CS_calls,Churn
NE,76,No,0,97,46.36,95,20.09,105,10.6,2,2.08,0,1
HI,132,Yes,33,75,34.05,67,19.26,91,8.95,3,3.48,2,0
AK,51,Yes,12,60,23.09,134,17.05,98,8.66,7,3.32,2,0
SD,27,No,0,110,40.24,92,19.71,85,7.41,6,3.43,1,0
ID,224,No,0,133,18.94,66,14.88,106,9.77,6,1.49,3,0
OK,105,Yes,28,89,26.54,114,9.1,95,7.55,3,3.97,0,1
WA,117,No,0,93,32.49,56,24.04,118,3.82,4,3.24,2,0
VA,146,No,0,101,34.92,77,11.47,83,13.97,2,2.78,3,0
WI,147,Yes,0,111,38.28,98,15.72,146,6.44,1,2.67,0,1
IN,68,No,0,127,42.48,118,21.63,98,12.29,6,2.4,2,1
NM,68,No,0,89,22.37,109,11.65,107,11.53,5,2.75,3,0
VT,159,No,0,103,46.89,108,16.11,93,10.08,5,2.0,2,1
AZ,134,No,40,105,24.29,61,7.53,96,13.05,6,2.92,1,0
VT,113,No,0,113,35.22,80,21.76,87,9.49,1,2.67,1,0
MO,132,No,0,100,35.05,118,17.95,122,8.83,6,2.75,1,0
NJ,93,Yes,38,117,38.37,122,10.17,125,8.69,7,3.78,1,1
WA,174,No,33,91,28.53,91,17.45,132,5.85,4,3.92,4,1
NY,61,No,0,118,33.61,96,12.94,93,9.95,3,1.89,2,0
DC,91,No,39,105,28.87,116,5.54,92,6.5,4,2.94,1,0
NE,88,No,28,104,32.4,105,20.17,116,9.52,1,2.65,2,0
MA,88,No,45,140,13.65,101,13.03,123,13.91,3,3.46,2,0
NM,182,No,0,114,11.75,109,19.58,96,11.55,4,1.76,0,0
CO,118,No,0,60,32.1,64,18.48,100,9.9,7,2.21,4,0
NH,103,No,0,125,25.6,126,14.37,104,9.95,8,2.81,8,1
IL,65,No,0,89,32.64,88,11.86,102,8.43,4,1.49,2,0
UT,61,No,25,78,27.83,112,9.62,118,6.03,3,2.67,3,0
WV,172,No,0,100,35.99,101,16.89,136,13.58,9,1.76,1,0
NJ,72,No,0,103,29.84,120,11.25,96,10.93,3,3.19,1,0
NM,113,No,0,120,25.52,85,17.01,105,12.0,3,2.97,2,0
NM,67,No,0,102,36.64,95,16.21,106,9.65,6,2.32,1,0
DE,136,No,0,105,17.29,99,17.24,119,6.13,6,2.54,3,0
GA,71,No,0,132,43.93,119,10.78,87,8.21,8,2.62,4,0
HI,134,No,0,126,41.21,115,13.0,115,14.32,6,3.19,1,0
NJ,84,No,0,102,32.33,141,16.8,102,11.14,6,2.65,2,0
ME,39,No,0,104,26.2,112,17.36,92,8.83,4,2.65,2,0
OK,110,No,0,127,31.96,118,7.69,64,6.76,3,4.13,3,0
TN,102,No,0,70,17.53,129,23.38,92,6.35,5,3.02,1,0
WY,70,No,0,130,29.82,130,13.56,96,11.73,4,3.13,0,0
NY,142,No,0,93,24.72,98,17.77,96,9.63,1,2.94,1,0
RI,17,No,0,123,27.46,81,18.21,106,14.18,5,2.32,1,0
PA,119,No,0,101,44.22,68,21.8,89,10.31,2,2.7,1,1
MD,108,Yes,42,90,22.12,128,14.2,80,11.01,5,3.67,3,1
VA,90,No,0,118,17.34,134,9.63,105,8.49,3,3.08,2,0
IN,100,No,33,104,37.18,144,13.18,117,4.46,4,3.27,1,0
OR,155,No,30,86,21.85,91,16.01,85,11.45,6,1.84,1,0
AZ,113,No,0,100,21.88,67,19.3,135,8.01,4,2.48,2,1
WI,123,No,0,92,29.27,76,13.82,101,11.26,4,2.35,1,0
VA,145,No,0,124,33.86,86,10.71,135,13.01,3,2.05,1,0
MO,42,No,0,98,31.37,93,17.04,91,12.56,3,2.38,2,0
NV,125,No,0,99,28.66,107,14.93,92,10.95,7,2.94,0,0
HI,131,No,30,118,29.58,81,17.45,90,9.82,3,1.81,1,0
WA,107,No,0,65,39.17,80,21.88,88,4.83,3,2.3,1,0
IL,48,No,0,73,33.69,115,17.24,73,6.59,5,1.38,1,0
IL,76,No,0,96,31.64,100,17.99,100,10.38,4,2.16,0,0
LA,128,No,0,105,25.25,106,20.66,114,11.48,2,1.84,1,0
WI,73,No,0,109,26.71,83,22.85,91,8.17,8,2.7,0,0
TX,52,No,0,110,26.35,104,11.34,84,7.92,4,1.89,4,1
NC,124,No,0,77,32.05,123,15.47,127,9.82,6,1.65,1,0
WA,137,No,0,120,35.5,100,19.15,130,9.97,5,3.0,0,0
MS,107,No,30,87,33.81,90,17.6,76,7.19,4,3.4,3,0
KY,147,No,0,79,36.18,91,17.35,113,7.03,2,2.75,1,0
RI,116,No,0,126,23.36,94,10.2,64,5.86,2,3.35,3,0
NY,60,No,31,75,32.61,135,22.76,62,9.02,3,3.46,2,0
TX,38,No,0,92,25.33,78,4.18,93,7.35,11,3.75,0,0
DE,63,No,0,118,19.91,90,21.22,84,7.3,4,3.0,3,0
NM,94,No,0,79,18.36,152,20.56,92,11.34,3,2.81,3,0
RI,131,No,0,133,19.18,116,16.95,105,6.42,5,2.73,0,0
MS,158,No,0,105,29.9,88,16.01,98,8.47,6,2.97,1,0
NY,139,No,0,109,40.22,107,14.44,118,9.55,2,3.0,1,1
WI,140,No,0,79,22.03,99,20.93,124,7.74,10,2.54,3,0
SD,52,No,20,63,22.66,123,15.65,107,12.28,2,3.65,1,0
VA,103,No,0,121,28.53,123,18.1,73,9.37,3,3.51,5,0
CO,85,No,21,110,48.14,108,20.37,80,6.73,1,1.7,5,0
WA,71,No,0,132,24.0,90,12.67,72,7.71,2,1.89,2,0
NV,177,No,27,106,39.13,78,16.67,108,9.69,2,2.81,1,0
SC,49,Yes,0,92,40.43,119,17.76,86,7.55,6,4.21,2,1
RI,106,Yes,0,84,34.68,61,14.32,102,7.38,3,3.59,3,1
ID,60,No,0,106,37.59,48,15.18,90,9.12,3,2.0,1,0
KY,43,No,0,93,30.12,60,12.12,144,14.13,2,3.43,4,0
SD,125,No,0,73,27.85,85,21.73,95,8.68,4,4.24,0,0
SC,114,No,4,96,24.02,88,19.58,85,10.07,3,2.54,3,0
TN,112,No,0,119,46.33,94,19.22,94,7.16,5,4.43,3,1
MT,101,No,16,112,20.21,97,19.41,111,8.1,5,2.21,2,0
WI,70,No,0,100,1.34,83,11.59,89,7.05,1,3.27,0,0
AK,59,No,0,96,27.12,123,14.21,106,6.24,4,2.75,0,0
AZ,59,No,0,70,25.53,98,15.78,128,9.56,2,3.27,1,0
DE,99,No,0,88,23.92,98,17.93,125,10.35,4,3.35,2,0
VA,150,No,0,123,28.76,83,18.43,107,8.07,3,3.4,1,0
MA,81,No,0,77,37.54,87,12.62,100,8.28,3,2.05,2,0
IN,86,No,0,96,36.77,77,22.64,110,9.63,3,1.22,0,0
MD,84,No,0,96,28.82,94,13.4,70,4.42,7,2.86,0,0
NV,118,No,35,119,43.57,91,21.94,130,9.7,1,3.16,1,0
CO,89,No,0,128,30.55,92,25.48,120,8.34,3,2.05,1,0
KS,93,No,0,120,45.22,84,11.06,63,7.46,6,3.54,3,0
AR,85,No,0,97,16.44,95,16.47,88,7.73,3,2.62,2,0
WY,160,No,0,116,14.06,95,16.54,54,7.15,9,2.94,0,0
PA,28,No,0,87,28.59,92,13.74,112,8.66,3,2.73,3,0
TX,73,No,0,109,48.69,67,15.15,152,9.64,14,2.89,1,1
NY,156,No,0,95,29.63,128,15.86,105,11.62,5,3.48,3,0
OR,33,Yes,0,100,32.4,104,13.74,136,8.55,6,3.51,1,0
CA,77,No,0,86,29.84,78,17.43,100,11.03,3,4.81,4,0
NY,119,No,0,102,22.68,71,17.39,103,8.86,7,3.0,1,0
AR,91,No,27,96,34.78,93,11.56,82,9.47,2,1.78,3,0
MI,102,No,0,88,41.17,89,19.82,121,8.48,6,1.67,3,0
OK,86,No,33,112,43.03,94,17.86,98,4.27,4,3.21,3,0
TX,82,No,0,110,22.1,88,15.75,105,8.04,4,2.24,0,0
NC,89,No,0,151,18.0,142,16.12,67,7.69,7,3.43,0,0
ID,86,No,0,98,33.01,95,16.47,123,8.64,7,2.51,3,0
OR,92,No,0,82,33.41,89,16.15,99,7.34,2,2.92,2,0
SD,87,No,0,81,31.37,103,14.62,96,8.25,3,3.7,3,0
NE,64,No,0,113,44.52,99,12.59,74,6.53,4,3.73,0,0
RI,80,No,0,118,34.41,67,22.12,112,7.98,5,2.48,3,0
MD,165,No,39,113,28.46,94,14.68,113,8.67,4,2.57,3,0
ID,153,No,22,104,28.51,91,20.98,117,9.18,11,2.03,1,0
SD,108,No,0,78,40.83,109,19.58,83,9.76,1,1.4,2,0
NY,104,No,26,112,32.15,97,15.15,104,8.97,4,3.0,1,0
DE,115,No,0,67,21.71,90,15.55,92,7.78,7,2.86,1,0
OK,87,No,0,106,34.88,122,8.46,75,8.53,3,3.62,1,0
IN,119,No,0,129,26.27,87,16.46,145,8.14,3,3.62,2,0
NV,69,No,0,109,26.13,105,16.49,114,11.52,6,3.81,1,0
SD,93,No,0,106,55.78,89,12.89,114,13.66,3,2.35,1,1
OK,154,Yes,0,69,24.8,141,17.7,106,8.14,10,3.89,0,1
KS,57,No,37,76,34.2,122,23.81,110,6.94,1,3.19,1,0
IA,130,No,0,72,23.65,112,20.91,121,9.32,9,3.08,5,0
NJ,151,No,0,128,20.21,65,23.66,61,8.77,10,3.56,2,0
NJ,162,No,0,87,36.99,71,23.72,65,11.28,4,2.81,2,1
MT,60,No,0,133,24.65,92,17.77,112,14.78,2,3.94,1,0
IA,81,No,0,89,34.6,69,24.62,71,9.58,3,2.35,3,0
TX,136,No,0,106,45.87,101,19.45,106,11.59,8,2.73,1,1
MS,121,No,21,84,21.47,102,17.82,129,8.66,2,2.86,1,0
IA,105,No,15,125,14.98,142,14.95,85,12.15,1,2.62,2,0
WI,105,No,34,61,37.15,74,16.72,103,6.8,4,2.67,2,0
MT,51,No,26,61,40.26,97,22.39,91,8.15,8,3.02,1,0
GA,64,No,0,117,21.1,108,16.39,84,7.33,5,1.73,3,0
MT,80,Yes,30,132,31.31,109,14.24,114,9.58,10,2.7,0,0
ND,56,No,0,133,37.86,89,23.55,94,4.58,4,3.67,4,0
VT,120,No,0,98,25.36,88,16.46,119,11.2,5,3.0,1,0
SD,103,No,0,125,35.11,113,15.32,95,9.93,4,3.29,3,0
OH,164,No,27,102,27.15,113,14.35,127,10.98,9,2.59,3,0
OH,116,No,27,118,34.8,91,17.8,67,9.58,2,1.89,2,0
MT,121,No,0,79,36.24,116,10.26,102,11.0,4,2.03,1,0
NV,183,No,0,92,19.84,112,18.17,112,9.64,6,2.62,2,0
UT,104,No,0,101,44.78,117,20.02,146,4.59,4,3.51,0,0
NH,90,No,0,97,23.83,102,18.18,126,5.4,2,1.92,1,0
LA,82,No,0,101,33.61,83,10.85,103,6.39,3,3.65,1,0
NY,9,No,16,87,15.05,108,15.2,96,10.29,3,3.11,2,0
CT,97,No,0,58,36.6,91,20.6,105,12.59,9,3.27,0,0
MI,127,No,25,118,34.65,48,22.7,105,10.13,5,1.97,0,0
SD,125,No,34,112,45.63,108,18.89,102,5.29,3,2.78,0,0
ME,140,No,0,104,27.05,106,22.93,116,9.92,4,2.78,1,0
MD,90,No,0,122,19.45,154,10.85,109,11.39,5,2.73,2,0
VA,67,No,0,65,23.61,109,17.76,82,10.46,3,2.48,2,0
NJ,113,No,0,55,31.62,105,20.18,83,6.66,6,3.29,1,0
TN,121,No,26,91,28.97,90,21.63,122,9.88,5,4.08,0,0
DC,93,No,0,95,27.97,87,19.63,91,6.75,3,2.67,4,0
DC,121,No,0,121,28.66,94,14.33,59,4.29,4,3.32,1,0
OR,53,No,0,119,44.4,105,21.32,112,7.92,2,2.65,0,1
RI,75,No,0,91,32.39,75,15.16,113,7.31,5,3.54,1,0
AK,132,No,0,121,30.79,109,26.72,81,11.1,9,1.13,2,0
WI,162,No,0,131,30.11,122,9.75,88,6.91,6,1.76,3,0
IN,140,No,0,114,27.29,103,20.44,121,10.51,4,3.05,1,0
MI,91,No,0,116,22.9,98,25.1,121,8.8,5,1.78,2,0
ID,73,No,28,107,33.69,123,11.82,139,8.96,1,2.38,2,0
NH,95,Yes,0,134,38.91,71,21.73,120,9.36,2,2.73,4,1
MN,145,No,0,137,41.09,100,11.54,123,12.49,3,3.54,0,0
AZ,100,No,0,108,22.29,81,14.98,81,4.04,4,1.16,1,0
MN,122,No,0,101,39.8,121,17.02,89,10.68,9,3.54,2,0
MO,109,No,0,72,34.02,120,25.58,68,10.62,5,3.21,0,0
AL,82,No,0,107,26.18,114,8.02,95,12.94,7,2.73,1,0
PA,65,No,23,106,38.11,100,16.12,75,10.03,4,2.65,0,0
AK,52,No,0,83,25.21,79,15.44,104,7.0,6,2.24,3,0
MS,136,No,24,76,29.68,114,15.01,91,9.65,5,2.38,2,0
IA,75,No,0,110,23.55,86,13.02,103,9.7,7,3.0,1,0
WY,146,No,0,69,18.53,98,22.59,80,10.27,2,3.4,1,0
NE,105,No,0,99,27.59,95,18.06,114,9.66,8,3.0,4,0
ND,48,No,0,84,35.84,98,16.12,99,7.09,3,4.43,2,0
CT,45,No,0,107,24.21,78,27.09,108,10.08,7,3.0,1,0
NC,106,No,37,104,38.0,99,19.98,90,6.3,5,2.86,2,0
CT,33,No,0,65,31.03,96,19.73,82,6.71,2,2.03,2,0
WA,106,No,0,66,32.91,82,20.25,107,7.94,3,3.48,0,0
NV,141,No,0,111,32.71,87,13.34,82,7.91,6,2.97,0,0
KS,94,No,28,88,39.64,102,9.63,71,5.31,4,4.35,0,0
CO,65,No,0,53,27.0,132,16.02,87,8.52,4,2.65,2,0
MO,85,No,0,112,21.44,126,23.35,95,8.3,4,2.65,1,0
MA,71,No,0,108,49.37,92,21.58,126,11.85,5,2.73,3,1
NY,112,No,30,113,10.3,96,14.1,99,5.98,7,3.59,0,0
AK,110,No,0,95,25.23,98,16.47,106,9.27,6,1.86,0,0
WI,111,No,0,108,41.91,89,18.39,99,8.08,3,3.43,2,0
NH,74,No,0,112,50.68,100,17.11,88,9.66,4,2.62,2,1
TN,105,No,0,82,20.28,111,15.73,74,7.07,4,2.94,2,0
NY,40,No,0,82,41.23,97,19.8,86,6.93,7,2.59,0,0
GA,128,Yes,18,89,37.76,109,13.65,102,9.85,2,3.67,0,1
MN,123,No,0,135,40.15,88,23.28,77,10.22,6,2.73,2,1
MI,122,No,0,87,24.51,74,18.04,87,7.62,4,2.57,0,0
ID,114,No,19,100,26.28,109,20.54,112,7.2,1,3.4,3,0
CT,102,No,25,100,23.36,83,15.02,93,8.47,6,2.75,2,0
NC,126,No,0,93,17.63,107,10.8,66,14.82,1,3.89,0,0
LA,150,No,0,112,23.22,81,17.8,78,7.25,2,3.29,4,1
NJ,60,No,0,101,49.27,115,21.73,76,10.93,4,3.16,2,1
CA,138,Yes,0,129,33.35,86,15.0,108,10.46,1,4.1,0,1
MD,29,No,0,71,33.25,74,10.74,87,6.69,4,3.83,1,0
WY,111,No,0,96,37.77,111,13.81,120,8.32,7,3.21,4,0
TX,37,Yes,0,119,29.39,86,15.56,100,10.19,1,2.65,0,1
UT,81,No,0,84,26.27,91,18.38,82,10.34,3,3.7,1,0
WA,46,No,0,108,15.37,77,23.48,111,6.59,2,3.43,1,0
OH,125,No,0,95,18.04,113,13.4,69,8.66,3,2.19,1,0
KS,43,No,0,117,4.59,97,13.68,96,12.58,3,2.89,3,0
IN,94,No,0,112,41.65,91,15.33,105,11.83,6,2.62,1,0
VT,46,No,0,85,33.44,74,17.5,112,9.75,5,3.02,3,0
MT,73,No,26,98,22.3,97,9.05,96,9.98,6,2.75,2,0
CT,146,No,23,96,25.43,124,20.38,135,13.21,4,2.0,2,0
NM,93,No,0,70,40.77,99,21.4,112,7.59,10,2.94,1,0
OH,52,No,31,77,24.16,97,16.41,88,11.4,4,2.97,1,0
GA,202,No,0,137,19.62,70,15.19,113,8.36,3,1.62,3,0
MN,129,No,31,99,32.81,87,19.11,91,8.89,8,2.78,2,0
CT,94,No,0,49,35.04,115,19.09,74,11.55,1,3.51,1,0
AL,100,No,0,138,27.25,92,18.81,120,6.77,2,3.02,0,0
WV,43,No,0,108,33.98,80,24.51,103,8.13,7,3.05,1,0
NH,130,No,0,105,36.23,108,17.53,93,7.35,3,2.4,0,0
WY,124,No,0,102,30.31,120,19.98,119,10.79,1,2.94,3,0
VA,92,Yes,0,120,42.89,112,17.6,95,12.81,5,3.24,3,1
VT,48,No,0,64,33.61,126,11.62,81,11.0,5,3.56,4,0
OH,98,No,29,105,18.89,101,18.52,108,11.16,3,1.78,2,0
MT,100,No,0,86,16.41,133,17.87,106,6.59,3,3.38,1,1
MA,79,No,0,109,26.67,87,10.39,103,8.51,5,3.05,3,0
VA,164,No,0,78,20.96,85,14.45,78,7.47,2,3.43,1,0
AR,89,Yes,0,134,35.17,105,14.25,86,7.01,4,2.94,0,0
NE,126,No,0,96,42.47,92,22.26,108,7.51,4,3.43,3,1
WY,96,No,0,102,24.48,73,19.1,91,10.25,7,2.7,1,0
IA,120,No,33,83,50.92,84,13.89,88,6.6,5,3.13,0,0
SC,212,No,0,127,38.42,83,25.89,132,8.15,4,3.4,2,1
NC,72,No,0,106,23.39,94,12.2,110,12.32,6,2.59,2,0
HI,155,Yes,26,121,35.99,123,11.83,89,6.6,3,3.0,1,0
UT,89,No,0,80,15.25,81,15.28,120,6.56,4,2.57,2,0
WY,126,Yes,0,126,33.59,112,20.95,104,12.84,8,3.38,2,0
AL,172,No,0,102,45.9,111,21.81,104,7.58,5,3.24,2,1
WI,143,No,0,99,33.03,133,10.51,99,10.33,2,2.75,2,0
FL,166,Yes,0,89,8.11,95,22.47,97,10.58,3,3.56,0,1
KS,132,No,0,105,32.32,116,15.49,105,12.59,2,3.51,1,0
NV,94,Yes,0,94,15.22,106,28.89,76,7.78,1,2.13,1,1
NY,99,No,0,83,31.04,111,13.13,57,8.82,5,3.27,0,0
VA,136,No,35,86,34.94,119,25.37,104,9.64,4,1.86,1,0
KS,119,No,0,82,39.36,97,22.69,118,9.49,10,2.0,1,0
NC,115,Yes,0,69,42.72,96,21.46,112,5.32,1,2.67,3,1
MO,160,No,0,103,29.1,121,20.7,92,8.02,3,3.51,2,0
ND,166,No,0,89,33.64,113,21.34,85,6.22,2,3.02,2,0
CA,120,No,0,94,22.92,106,17.35,109,10.73,8,1.81,1,0
WV,173,No,0,114,32.54,138,14.32,99,4.92,3,2.78,1,0
IL,156,No,0,65,29.67,116,16.78,86,10.73,2,2.86,0,0
NY,70,No,0,125,30.16,104,19.23,72,11.43,4,2.94,0,0
NV,41,No,0,89,30.96,104,17.98,124,9.33,1,1.84,1,0
AL,132,No,0,85,37.81,76,14.06,97,9.38,4,3.02,0,0
KS,47,Yes,0,120,8.13,123,15.21,96,6.87,7,3.59,0,1
ND,160,No,0,97,20.71,97,7.59,92,6.78,5,2.78,1,0
OK,180,No,0,121,24.4,111,16.09,82,7.87,5,2.38,3,0
UT,93,No,0,68,28.03,86,17.88,104,10.32,4,2.11,2,0
OH,109,No,0,58,32.91,115,12.64,105,12.71,1,3.54,2,0
WY,80,No,0,121,17.19,110,22.37,74,6.2,5,1.97,0,0
NM,54,No,24,88,15.69,98,16.41,119,4.47,3,3.13,2,0
AL,121,No,0,128,28.71,99,10.53,105,11.98,7,0.78,2,0
DC,157,No,29,102,37.26,109,17.51,117,8.66,5,4.05,1,0
ID,170,No,37,130,30.28,103,20.64,93,10.93,4,3.51,0,0
AR,138,No,0,101,24.91,142,24.18,98,7.92,6,3.78,3,0
ID,92,No,31,116,29.29,91,22.63,90,10.27,5,3.19,1,0
WA,167,No,0,124,28.76,108,14.73,64,9.74,4,3.35,4,1
UT,91,No,0,107,21.05,125,27.12,78,10.69,4,1.97,2,0
RI,127,No,0,117,16.32,68,15.05,127,7.3,4,2.62,3,0
NC,88,No,27,106,15.88,92,21.42,104,8.5,1,2.94,1,0
TX,123,No,0,92,43.84,71,17.99,104,8.52,2,2.54,2,0
DE,136,Yes,29,98,14.48,85,19.58,104,10.96,3,2.43,2,0
MS,68,No,34,72,27.2,119,15.68,101,9.37,10,1.65,1,0
OH,132,No,10,54,31.09,68,24.85,116,6.4,4,3.11,0,0
LA,133,No,0,67,36.75,133,18.89,95,8.64,1,0.84,2,0
FL,127,No,0,105,44.49,107,15.45,131,4.54,5,0.89,0,0
WV,121,No,0,142,30.12,88,10.5,51,9.59,6,2.27,1,0
NY,116,No,0,128,15.22,137,15.37,94,8.69,3,3.78,2,0
PA,97,Yes,0,103,24.65,93,25.02,120,10.79,2,2.97,4,1
MS,43,No,0,99,27.12,149,10.17,126,7.83,3,1.84,2,0
IN,110,No,0,106,25.81,126,11.73,112,10.51,8,3.02,3,0
VA,67,No,0,120,29.95,138,20.06,104,6.86,4,2.86,1,0
MN,166,No,0,95,25.86,105,10.29,126,8.91,5,2.65,0,0
DE,129,No,0,122,27.42,95,18.75,104,10.11,3,2.59,1,0
OR,103,Yes,0,78,29.19,86,12.28,106,7.11,3,1.84,3,0
UT,71,No,0,110,47.41,67,16.17,84,11.48,7,3.16,0,1
CT,112,No,27,121,36.21,101,19.23,99,8.54,3,3.0,4,0
AL,8,No,36,67,41.29,59,14.53,130,7.98,12,1.3,1,0
TX,98,No,0,121,36.92,73,25.79,71,8.87,2,3.35,0,1
CT,90,No,0,111,29.9,115,24.24,122,6.79,7,3.51,1,0
MS,13,No,0,133,51.54,86,14.49,80,10.24,3,3.11,0,1
AR,58,No,0,107,40.61,88,15.91,84,8.15,3,3.19,2,0
CA,137,No,22,42,32.23,137,15.22,126,8.08,5,3.08,2,0
MI,116,No,0,94,22.66,126,21.06,78,9.86,5,3.05,5,1
WV,94,No,28,107,15.76,86,10.86,86,10.15,4,2.67,3,0
DE,87,No,0,72,30.12,105,21.16,87,9.04,7,2.32,3,0
FL,120,No,0,103,31.37,86,17.77,70,7.64,6,2.75,2,0
AK,97,No,24,109,29.94,81,13.55,94,12.11,9,3.27,0,0
ID,134,No,0,108,34.8,105,12.16,84,7.46,4,2.97,6,0
OH,68,No,0,80,24.41,65,11.42,84,9.7,5,4.19,2,0
NH,93,No,0,93,30.48,65,16.05,88,11.39,5,3.27,1,0
MA,120,No,0,100,23.34,129,18.04,92,6.87,2,2.84,1,0
SC,41,No,0,92,40.43,155,19.0,90,9.78,6,2.75,2,0
OR,80,No,0,92,34.63,97,18.39,66,6.94,5,2.05,2,0
OH,83,No,25,95,32.52,136,21.31,86,11.22,5,4.75,2,0
NC,109,Yes,0,141,35.55,93,17.43,111,5.37,3,2.11,2,0
KY,66,No,33,104,15.1,94,9.32,107,7.77,9,1.92,3,0
WA,89,No,0,96,23.44,63,16.37,125,11.51,5,2.97,1,0
RI,117,No,13,65,35.29,77,12.98,95,10.48,3,2.62,1,0
KS,128,No,0,95,45.58,126,10.24,121,9.94,6,3.89,2,0
NV,88,No,0,61,28.34,88,15.24,131,10.92,7,1.84,4,1
FL,22,No,0,108,30.91,148,16.88,96,9.3,3,2.51,2,0
WY,78,No,0,80,25.01,100,16.97,106,7.23,7,3.7,0,0
WA,56,No,29,115,6.41,111,12.25,101,10.2,3,1.32,1,0
CO,192,No,0,88,31.45,98,19.12,105,9.56,3,3.08,2,0
WI,70,No,0,108,26.59,116,14.54,96,8.82,4,2.32,2,0
KS,148,No,0,84,40.68,85,16.63,104,10.47,3,2.94,1,0
MT,119,No,0,70,22.93,74,17.98,105,8.48,6,3.05,1,0
CO,80,No,0,116,33.12,93,17.84,100,8.73,3,3.46,0,0
FL,113,No,0,85,15.74,92,15.1,72,7.19,4,3.89,3,0
VT,75,No,0,133,35.6,121,17.98,123,13.1,4,1.94,1,0
OH,80,No,0,83,33.59,86,13.98,98,4.23,6,1.73,1,0
NH,148,No,0,121,2.99,125,13.74,82,9.14,6,2.86,1,0
FL,97,No,28,97,34.39,84,5.88,64,11.59,3,1.81,1,0
MD,166,No,0,116,23.14,93,15.42,108,5.91,4,3.05,0,0
WY,94,No,0,109,35.19,80,14.23,117,10.72,6,0.7,1,0
FL,85,No,33,95,35.34,88,19.85,92,9.96,3,3.65,1,0
TN,80,Yes,0,122,47.01,79,16.63,78,9.46,3,1.94,1,1
NC,210,No,31,87,53.35,103,12.55,97,8.67,7,2.73,3,0
IN,88,Yes,25,114,49.05,74,17.29,117,10.28,5,3.51,1,0
WV,154,No,35,76,11.03,91,15.65,75,6.82,1,3.94,1,0
UT,32,No,26,137,41.4,108,20.13,149,7.8,9,2.43,1,0
GA,18,No,0,97,33.49,107,17.31,105,9.09,3,2.35,3,0
AK,126,No,31,88,47.26,65,21.52,114,10.04,4,2.35,0,0
UT,144,No,37,102,37.38,77,18.88,111,5.33,4,2.7,1,0
AR,86,No,16,88,24.77,129,16.24,82,9.7,7,3.05,0,0
AK,138,No,37,102,12.89,147,14.76,96,7.32,13,2.21,0,0
AK,146,No,0,86,33.3,82,19.43,94,13.66,4,3.29,3,0
WV,74,No,0,102,21.08,101,22.28,98,12.07,2,3.16,2,0
CT,48,No,0,98,29.22,127,13.52,101,6.28,3,2.05,2,0
GA,74,No,31,70,42.4,59,17.81,75,8.13,2,2.67,4,0
NV,105,Yes,0,100,38.83,108,12.33,140,11.04,7,2.08,0,0
VT,157,No,0,71,28.66,48,17.43,88,7.91,2,1.59,3,0
DC,217,No,0,138,21.03,105,21.12,78,12.13,4,3.59,0,0
TN,68,No,0,61,30.38,84,21.45,76,11.51,4,2.27,1,0
OR,80,No,0,86,19.24,97,15.77,145,10.68,5,2.57,1,0
MS,38,No,25,106,24.21,109,26.66,117,5.7,6,3.62,2,0
NC,107,No,38,57,34.71,92,17.5,80,12.89,4,2.24,0,0
CO,140,No,0,71,25.45,97,18.06,67,11.07,4,3.4,3,0
AR,98,No,0,116,38.61,103,10.24,102,5.27,4,1.27,5,1
PA,114,No,0,75,26.4,87,14.44,133,9.32,5,3.4,2,0
MN,46,No,0,105,26.59,98,15.77,96,10.2,3,3.19,1,0
NM,118,No,42,105,25.28,105,14.22,105,12.18,7,2.81,0,0
UT,37,No,0,112,46.19,96,13.18,97,8.98,4,1.78,3,0
NE,34,No,0,74,32.93,84,10.79,166,9.95,4,2.38,0,0
NV,113,No,0,108,41.7,140,22.09,115,9.19,2,2.89,3,1
OR,69,No,0,87,33.34,66,20.13,75,8.2,1,3.21,0,0
NJ,59,Yes,31,78,38.25,79,16.26,79,10.2,3,2.46,1,0
WV,59,No,0,100,32.25,133,9.85,115,9.93,4,2.0,0,0
OR,190,No,0,96,24.29,96,15.12,117,5.1,4,1.78,0,0
KY,109,No,0,80,29.85,94,20.23,103,8.93,6,2.75,1,0
MO,136,No,0,109,15.71,115,18.62,80,9.57,4,3.48,2,0
TX,86,No,0,92,15.78,87,13.57,115,6.69,5,2.38,1,0
MN,100,No,27,100,37.69,70,20.07,91,8.67,4,2.16,0,0
FL,106,No,0,94,27.13,118,23.53,65,10.06,3,2.38,0,0
WV,129,No,0,100,27.05,90,17.21,96,10.49,6,3.11,2,0
IN,205,No,0,123,8.48,81,12.81,67,8.47,4,2.73,2,0
OK,93,No,32,120,19.87,97,19.75,112,5.75,9,2.97,0,0
DE,99,No,0,120,43.25,92,13.54,94,11.9,5,1.62,1,0
IL,71,No,0,112,35.19,96,14.77,61,8.03,3,3.27,1,0
UT,4,Yes,0,89,24.7,93,25.82,82,9.27,4,2.4,0,0
IL,148,No,25,102,39.22,109,19.87,90,9.71,2,3.65,3,0
WA,141,No,0,104,25.76,114,20.59,109,13.69,2,2.92,1,0
NM,56,No,0,57,24.84,97,16.68,110,13.95,3,2.48,0,0
VA,43,No,35,105,34.03,88,20.77,97,9.32,4,3.13,3,0
MT,42,No,0,52,25.62,96,20.97,118,4.67,4,1.89,2,0
